Date,Rate,BOP,GDP,GGDEBT,PPP,TERMTRADE,INTRATE,INFRATE,PPI
2015-12-24,1.0963,-1.2934234652214218,,,0.718871,1.0,0.2,,0.9010082493125573
2015-12-25,1.096,-1.2934234652214218,,,0.718871,1.0,0.2,,0.9010082493125573
2015-12-28,1.0968,-1.2934234652214218,,,0.718871,1.0,0.2,,0.9010082493125573
2015-12-29,1.092,-1.2934234652214218,,,0.718871,1.0,0.2,,0.9010082493125573
2015-12-30,1.0933,-1.2934234652214218,,,0.718871,1.0,0.2,,0.9010082493125573
2015-12-31,1.0862,-1.2934234652214218,,,0.718871,1.0,0.2,,0.9010082493125573
2016-01-01,1.0856,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-01-04,1.0831,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-01-05,1.0748,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-01-06,1.0781,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-01-07,1.0932,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-01-08,1.0922,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-01-11,1.0859,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-01-12,1.0858,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-01-13,1.0877,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-01-14,1.0865,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-01-15,1.0916,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-01-18,1.0892,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-01-19,1.0908,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-01-20,1.089,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-01-21,1.0874,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-01-22,1.0796,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-01-25,1.0849,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-01-26,1.087,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-01-27,1.0893,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-01-28,1.094,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-01-29,1.0831,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-02-01,1.0888,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-02-02,1.0919,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-02-03,1.1105,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-02-04,1.1209,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-02-05,1.1158,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-02-08,1.1193,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-02-09,1.1293,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-02-10,1.1292,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-02-11,1.1323,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-02-12,1.1256,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-02-15,1.1156,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-02-16,1.1144,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-02-17,1.1128,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-02-18,1.1107,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-02-19,1.113,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-02-22,1.103,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-02-23,1.102,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-02-24,1.1013,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-02-25,1.1018,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-02-26,1.0934,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-02-29,1.0873,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-03-01,1.0868,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-03-02,1.0868,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-03-03,1.0957,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-03-04,1.1005,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-03-07,1.1014,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-03-08,1.1011,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-03-09,1.0999,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-03-10,1.1177,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-03-11,1.1156,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-03-14,1.1103,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-03-15,1.1109,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-03-16,1.1224,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-03-17,1.1318,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-03-18,1.127,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-03-21,1.1241,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-03-22,1.1217,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-03-23,1.1181,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-03-24,1.1174,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-03-25,1.1167,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-03-28,1.1196,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-03-29,1.1291,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-03-30,1.1338,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-03-31,1.138,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-04-01,1.1391,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-04-04,1.1391,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-04-05,1.1384,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-04-06,1.1399,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-04-07,1.1378,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-04-08,1.1399,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-04-11,1.1408,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-04-12,1.1386,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-04-13,1.1274,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-04-14,1.1268,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-04-15,1.1284,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-04-18,1.1313,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-04-19,1.1358,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-04-20,1.1297,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-04-21,1.1288,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-04-22,1.1222,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-04-25,1.1268,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-04-26,1.1297,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-04-27,1.1322,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-04-28,1.1352,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-04-29,1.1451,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-05-02,1.1534,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-05-03,1.1496,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-05-04,1.1487,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-05-05,1.1405,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-05-06,1.1404,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-05-09,1.1383,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-05-10,1.1372,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-05-11,1.1426,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-05-12,1.1377,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-05-13,1.1309,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-05-16,1.1321,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-05-17,1.1313,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-05-18,1.1216,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-05-19,1.1203,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-05-20,1.1224,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-05-23,1.122,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-05-24,1.1141,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-05-25,1.1155,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-05-26,1.1194,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-05-27,1.1115,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-05-30,1.1138,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-05-31,1.1132,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-06-01,1.1188,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-06-02,1.1151,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-06-03,1.1367,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-06-06,1.1355,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-06-07,1.1358,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-06-08,1.1395,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-06-09,1.1316,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-06-10,1.1251,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-06-13,1.1292,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-06-14,1.1207,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-06-15,1.126,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-06-16,1.1225,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-06-17,1.1277,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-06-20,1.1314,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-06-21,1.1242,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-06-22,1.1296,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-06-23,1.1385,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-06-24,1.1117,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-06-27,1.1025,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-06-28,1.1065,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-06-29,1.1125,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-06-30,1.1106,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-07-01,1.1136,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-07-04,1.1154,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-07-05,1.1076,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-07-06,1.11,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-07-07,1.1063,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-07-08,1.1051,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-07-11,1.1058,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-07-12,1.1061,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-07-13,1.109,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-07-14,1.112,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-07-15,1.1035,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-07-18,1.1075,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-07-19,1.1021,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-07-20,1.1015,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-07-21,1.1026,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-07-22,1.0977,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-07-25,1.0995,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-07-26,1.0986,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-07-27,1.1058,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-07-28,1.1077,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-07-29,1.1174,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-08-01,1.1163,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-08-02,1.1224,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-08-03,1.1149,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-08-04,1.113,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-08-05,1.1086,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-08-08,1.1088,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-08-09,1.1117,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-08-10,1.1176,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-08-11,1.1137,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-08-12,1.1162,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-08-15,1.1184,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-08-16,1.1279,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-08-17,1.1289,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-08-18,1.1354,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-08-19,1.1325,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-08-22,1.132,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-08-23,1.1305,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-08-24,1.1264,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-08-25,1.1285,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-08-26,1.1198,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-08-29,1.1189,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-08-30,1.1143,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-08-31,1.1158,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-09-01,1.1197,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-09-02,1.1156,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-09-05,1.1147,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-09-06,1.1255,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-09-07,1.1239,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-09-08,1.126,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-09-09,1.1233,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
2016-09-12,1.1235,-1.499076694760037,0.6779172592659526,0.6025868554702447,0.694376,0.9965276769977364,0.0,0.13076923076923078,0.9010082493125573
