Date,Rate,BOP,GDP,GGDEBT,PPP,TERMTRADE,INTRATE,INFRATE,PPI
2005-02-09,1.2802,,,,0.818883,,,,
2005-02-10,1.2872,,,,0.818883,,,,
2005-02-11,1.2862,,,,0.818883,,,,
2005-02-14,1.2971,,,,0.818883,,,,
2005-02-15,1.3024,,,,0.818883,,,,
2005-02-16,1.3029,,,,0.818883,,,,
2005-02-17,1.3068,,,,0.818883,,,,
2005-02-18,1.3069,,,,0.818883,,,,
2005-02-22,1.3259,,,,0.818883,,,,
2005-02-23,1.3214,,,,0.818883,,,,
2005-02-24,1.3195,,,,0.818883,,,,
2005-02-25,1.3244,,,,0.818883,,,,
2005-02-28,1.3225,,,,0.818883,,,,
2005-03-01,1.3185,,,,0.818883,,,,
2005-03-02,1.3139,,,,0.818883,,,,
2005-03-03,1.3108,,,,0.818883,,,,
2005-03-04,1.3235,,,,0.818883,,,,
2005-03-07,1.3212,,,,0.818883,,,,
2005-03-08,1.334,,,,0.818883,,,,
2005-03-09,1.3388,,,,0.818883,,,,
2005-03-10,1.3412,,,,0.818883,,,,
2005-03-11,1.3456,,,,0.818883,,,,
2005-03-14,1.3369,,,,0.818883,,,,
2005-03-15,1.3302,,,,0.818883,,,,
2005-03-16,1.3416,,,,0.818883,,,,
2005-03-17,1.3374,,,,0.818883,,,,
2005-03-18,1.3322,,,,0.818883,,,,
2005-03-21,1.3154,,,,0.818883,,,,
2005-03-22,1.3079,,,,0.818883,,,,
2005-03-23,1.2985,,,,0.818883,,,,
2005-03-24,1.2937,,,,0.818883,,,,
2005-03-28,1.2894,,,,0.818883,,,,
2005-03-29,1.2922,,,,0.818883,,,,
2005-03-30,1.2916,,,,0.818883,,,,
2005-03-31,1.2961,,,,0.818883,,,,
2005-04-01,1.2906,,,,0.818883,,,,
2005-04-04,1.2845,,,,0.818883,,,,
2005-04-05,1.2865,,,,0.818883,,,,
2005-04-06,1.2871,,,,0.818883,,,,
2005-04-07,1.2856,,,,0.818883,,,,
2005-04-08,1.293,,,,0.818883,,,,
2005-04-11,1.297,,,,0.818883,,,,
2005-04-12,1.2918,,,,0.818883,,,,
2005-04-13,1.2914,,,,0.818883,,,,
2005-04-14,1.281,,,,0.818883,,,,
2005-04-15,1.2926,,,,0.818883,,,,
2005-04-18,1.3019,,,,0.818883,,,,
2005-04-19,1.3058,,,,0.818883,,,,
2005-04-20,1.3083,,,,0.818883,,,,
2005-04-21,1.3048,,,,0.818883,,,,
2005-04-22,1.3063,,,,0.818883,,,,
2005-04-25,1.3002,,,,0.818883,,,,
2005-04-26,1.2985,,,,0.818883,,,,
2005-04-27,1.2929,,,,0.818883,,,,
2005-04-28,1.2896,,,,0.818883,,,,
2005-04-29,1.2871,,,,0.818883,,,,
2005-05-02,1.2861,,,,0.818883,,,,
2005-05-03,1.287,,,,0.818883,,,,
2005-05-04,1.2944,,,,0.818883,,,,
2005-05-05,1.2957,,,,0.818883,,,,
2005-05-06,1.2816,,,,0.818883,,,,
2005-05-09,1.284,,,,0.818883,,,,
2005-05-10,1.2878,,,,0.818883,,,,
2005-05-11,1.2812,,,,0.818883,,,,
2005-05-12,1.268,,,,0.818883,,,,
2005-05-13,1.2625,,,,0.818883,,,,
2005-05-16,1.2638,,,,0.818883,,,,
2005-05-17,1.2604,,,,0.818883,,,,
2005-05-18,1.2681,,,,0.818883,,,,
2005-05-19,1.2641,,,,0.818883,,,,
2005-05-20,1.2556,,,,0.818883,,,,
2005-05-23,1.2577,,,,0.818883,,,,
2005-05-24,1.2582,,,,0.818883,,,,
2005-05-25,1.2599,,,,0.818883,,,,
2005-05-26,1.2509,,,,0.818883,,,,
2005-05-27,1.2582,,,,0.818883,,,,
2005-05-31,1.2303,,,,0.818883,,,,
2005-06-01,1.2174,,,,0.818883,,,,
2005-06-02,1.2266,,,,0.818883,,,,
2005-06-03,1.2231,,,,0.818883,,,,
2005-06-06,1.2256,,,,0.818883,,,,
2005-06-07,1.2283,,,,0.818883,,,,
2005-06-08,1.2232,,,,0.818883,,,,
2005-06-09,1.2227,,,,0.818883,,,,
2005-06-10,1.2115,,,,0.818883,,,,
2005-06-13,1.2108,,,,0.818883,,,,
2005-06-14,1.2029,,,,0.818883,,,,
2005-06-15,1.2114,,,,0.818883,,,,
2005-06-16,1.2105,,,,0.818883,,,,
2005-06-17,1.2283,,,,0.818883,,,,
2005-06-20,1.2149,,,,0.818883,,,,
2005-06-21,1.2181,,,,0.818883,,,,
2005-06-22,1.2128,,,,0.818883,,,,
2005-06-23,1.2032,,,,0.818883,,,,
2005-06-24,1.2089,,,,0.818883,,,,
2005-06-27,1.2159,,,,0.818883,,,,
2005-06-28,1.2051,,,,0.818883,,,,
2005-06-29,1.207,,,,0.818883,,,,
2005-06-30,1.2099,,,,0.818883,,,,
2005-07-01,1.1953,,,,0.818883,,,,
2005-07-05,1.1909,,,,0.818883,,,,
2005-07-06,1.1931,,,,0.818883,,,,
2005-07-07,1.1949,,,,0.818883,,,,
2005-07-08,1.1964,,,,0.818883,,,,
2005-07-11,1.207,,,,0.818883,,,,
2005-07-12,1.224,,,,0.818883,,,,
2005-07-13,1.2092,,,,0.818883,,,,
2005-07-14,1.208,,,,0.818883,,,,
2005-07-15,1.2032,,,,0.818883,,,,
2005-07-18,1.2048,,,,0.818883,,,,
2005-07-19,1.2032,,,,0.818883,,,,
2005-07-20,1.2137,,,,0.818883,,,,
2005-07-21,1.217,,,,0.818883,,,,
2005-07-22,1.206,,,,0.818883,,,,
2005-07-25,1.2057,,,,0.818883,,,,
2005-07-26,1.2015,,,,0.818883,,,,
2005-07-27,1.2065,,,,0.818883,,,,
2005-07-28,1.2133,,,,0.818883,,,,
2005-07-29,1.2119,,,,0.818883,,,,
2005-08-01,1.2172,,,,0.818883,,,,
2005-08-02,1.219,,,,0.818883,,,,
2005-08-03,1.2334,,,,0.818883,,,,
2005-08-04,1.2382,,,,0.818883,,,,
2005-08-05,1.2358,,,,0.818883,,,,
2005-08-08,1.235,,,,0.818883,,,,
2005-08-09,1.2367,,,,0.818883,,,,
2005-08-10,1.238,,,,0.818883,,,,
2005-08-11,1.2468,,,,0.818883,,,,
2005-08-12,1.2437,,,,0.818883,,,,
2005-08-15,1.2364,,,,0.818883,,,,
2005-08-16,1.2362,,,,0.818883,,,,
2005-08-17,1.2269,,,,0.818883,,,,
2005-08-18,1.217,,,,0.818883,,,,
2005-08-19,1.2148,,,,0.818883,,,,
2005-08-22,1.2229,,,,0.818883,,,,
2005-08-23,1.2234,,,,0.818883,,,,
2005-08-24,1.2271,,,,0.818883,,,,
2005-08-25,1.2297,,,,0.818883,,,,
2005-08-26,1.2284,,,,0.818883,,,,
2005-08-29,1.2233,,,,0.818883,,,,
2005-08-30,1.2216,,,,0.818883,,,,
2005-08-31,1.2343,,,,0.818883,,,,
2005-09-01,1.2493,,,,0.818883,,,,
2005-09-02,1.2528,,,,0.818883,,,,
2005-09-06,1.2466,,,,0.818883,,,,
2005-09-07,1.2415,,,,0.818883,,,,
2005-09-08,1.2398,,,,0.818883,,,,
2005-09-09,1.2403,,,,0.818883,,,,
2005-09-12,1.2283,,,,0.818883,,,,
2005-09-13,1.2263,,,,0.818883,,,,
2005-09-14,1.2286,,,,0.818883,,,,
2005-09-15,1.222,,,,0.818883,,,,
2005-09-16,1.2233,,,,0.818883,,,,
2005-09-19,1.2136,,,,0.818883,,,,
2005-09-20,1.2113,,,,0.818883,,,,
2005-09-21,1.2215,,,,0.818883,,,,
2005-09-22,1.2149,,,,0.818883,,,,
2005-09-23,1.2037,,,,0.818883,,,,
2005-09-26,1.2069,,,,0.818883,,,,
2005-09-27,1.2009,,,,0.818883,,,,
2005-09-28,1.2041,,,,0.818883,,,,
2005-09-29,1.2027,,,,0.818883,,,,
2005-09-30,1.2023,,,,0.818883,,,,
2005-10-03,1.1916,,,,0.818883,,,,
2005-10-04,1.1914,,,,0.818883,,,,
2005-10-05,1.197,,,,0.818883,,,,
2005-10-06,1.2178,,,,0.818883,,,,
2005-10-07,1.2124,,,,0.818883,,,,
2005-10-10,1.2065,,,,0.818883,,,,
2005-10-11,1.1989,,,,0.818883,,,,
2005-10-12,1.2021,,,,0.818883,,,,
2005-10-13,1.2022,,,,0.818883,,,,
2005-10-14,1.2073,,,,0.818883,,,,
2005-10-17,1.2023,,,,0.818883,,,,
2005-10-18,1.1957,,,,0.818883,,,,
2005-10-19,1.1988,,,,0.818883,,,,
2005-10-20,1.2019,,,,0.818883,,,,
2005-10-21,1.195,,,,0.818883,,,,
2005-10-24,1.1982,,,,0.818883,,,,
2005-10-25,1.2103,,,,0.818883,,,,
2005-10-26,1.2067,,,,0.818883,,,,
2005-10-27,1.214,,,,0.818883,,,,
2005-10-28,1.2066,,,,0.818883,,,,
2005-10-31,1.1989,,,,0.818883,,,,
2005-11-01,1.2019,,,,0.818883,,,,
2005-11-02,1.2071,,,,0.818883,,,,
2005-11-03,1.1941,,,,0.818883,,,,
2005-11-04,1.1811,,,,0.818883,,,,
2005-11-07,1.1799,,,,0.818883,,,,
2005-11-08,1.1778,,,,0.818883,,,,
2005-11-09,1.1763,,,,0.818883,,,,
2005-11-10,1.1684,,,,0.818883,,,,
2005-11-11,1.1731,,,,0.818883,,,,
2005-11-14,1.1684,,,,0.818883,,,,
2005-11-15,1.172,,,,0.818883,,,,
2005-11-16,1.1669,,,,0.818883,,,,
2005-11-17,1.1746,,,,0.818883,,,,
2005-11-18,1.1772,,,,0.818883,,,,
2005-11-21,1.1726,,,,0.818883,,,,
2005-11-22,1.1813,,,,0.818883,,,,
2005-11-23,1.1818,,,,0.818883,,,,
2005-11-25,1.172,,,,0.818883,,,,
2005-11-28,1.1849,,,,0.818883,,,,
2005-11-29,1.1777,,,,0.818883,,,,
2005-11-30,1.1789,,,,0.818883,,,,
2005-12-01,1.1732,,,,0.818883,,,,
2005-12-02,1.1713,,,,0.818883,,,,
2005-12-05,1.1785,,,,0.818883,,,,
2005-12-06,1.1778,,,,0.818883,,,,
2005-12-07,1.1722,,,,0.818883,,,,
2005-12-08,1.1821,,,,0.818883,,,,
2005-12-09,1.1811,,,,0.818883,,,,
2005-12-12,1.195,,,,0.818883,,,,
2005-12-13,1.1943,,,,0.818883,,,,
2005-12-14,1.1996,,,,0.818883,,,,
2005-12-15,1.1976,,,,0.818883,,,,
2005-12-16,1.2012,,,,0.818883,,,,
2005-12-19,1.2003,,,,0.818883,,,,
2005-12-20,1.1854,,,,0.818883,,,,
2005-12-21,1.1837,,,,0.818883,,,,
2005-12-22,1.1863,,,,0.818883,,,,
2005-12-23,1.1863,,,,0.818883,,,,
2005-12-27,1.1824,,,,0.818883,,,,
2005-12-28,1.1834,,,,0.818883,,,,
2005-12-29,1.1837,,,,0.818883,,,,
2005-12-30,1.1846,,,,0.818883,,,,
2006-01-03,1.2015,,,,0.795897,1.0274871547909654,,,
2006-01-04,1.2124,,,,0.795897,1.0274871547909654,,,
2006-01-05,1.2103,,,,0.795897,1.0274871547909654,,,
2006-01-06,1.215,,,,0.795897,1.0274871547909654,,,
2006-01-09,1.2081,,,,0.795897,1.0274871547909654,,,
2006-01-10,1.2065,,,,0.795897,1.0274871547909654,,,
2006-01-11,1.2125,,,,0.795897,1.0274871547909654,,,
2006-01-12,1.2035,,,,0.795897,1.0274871547909654,,,
2006-01-13,1.2135,,,,0.795897,1.0274871547909654,,,
2006-01-17,1.2105,,,,0.795897,1.0274871547909654,,,
2006-01-18,1.2105,,,,0.795897,1.0274871547909654,,,
2006-01-19,1.2099,,,,0.795897,1.0274871547909654,,,
2006-01-20,1.2136,,,,0.795897,1.0274871547909654,,,
2006-01-23,1.2306,,,,0.795897,1.0274871547909654,,,
2006-01-24,1.228,,,,0.795897,1.0274871547909654,,,
2006-01-25,1.2241,,,,0.795897,1.0274871547909654,,,
2006-01-26,1.2202,,,,0.795897,1.0274871547909654,,,
2006-01-27,1.2101,,,,0.795897,1.0274871547909654,,,
2006-01-30,1.2087,,,,0.795897,1.0274871547909654,,,
2006-01-31,1.2155,,,,0.795897,1.0274871547909654,,,
2006-02-01,1.2057,,,,0.795897,1.0274871547909654,,,
2006-02-02,1.2097,,,,0.795897,1.0274871547909654,,,
2006-02-03,1.202,,,,0.795897,1.0274871547909654,,,
2006-02-06,1.1964,,,,0.795897,1.0274871547909654,,,
2006-02-07,1.1977,,,,0.795897,1.0274871547909654,,,
2006-02-08,1.1956,,,,0.795897,1.0274871547909654,,,
2006-02-09,1.1976,,,,0.795897,1.0274871547909654,,,
2006-02-10,1.19,,,,0.795897,1.0274871547909654,,,
2006-02-13,1.1897,,,,0.795897,1.0274871547909654,,,
2006-02-14,1.1914,,,,0.795897,1.0274871547909654,,,
2006-02-15,1.1888,,,,0.795897,1.0274871547909654,,,
2006-02-16,1.1906,,,,0.795897,1.0274871547909654,,,
2006-02-17,1.193,,,,0.795897,1.0274871547909654,,,
2006-02-21,1.1912,,,,0.795897,1.0274871547909654,,,
2006-02-22,1.191,,,,0.795897,1.0274871547909654,,,
2006-02-23,1.1921,,,,0.795897,1.0274871547909654,,,
2006-02-24,1.1875,,,,0.795897,1.0274871547909654,,,
2006-02-27,1.1848,,,,0.795897,1.0274871547909654,,,
2006-02-28,1.1916,,,,0.795897,1.0274871547909654,,,
2006-03-01,1.1914,,,,0.795897,1.0274871547909654,,,
2006-03-02,1.204,,,,0.795897,1.0274871547909654,,,
2006-03-03,1.2039,,,,0.795897,1.0274871547909654,,,
2006-03-06,1.2018,,,,0.795897,1.0274871547909654,,,
2006-03-07,1.1882,,,,0.795897,1.0274871547909654,,,
2006-03-08,1.1923,,,,0.795897,1.0274871547909654,,,
2006-03-09,1.1914,,,,0.795897,1.0274871547909654,,,
2006-03-10,1.1914,,,,0.795897,1.0274871547909654,,,
2006-03-13,1.1958,,,,0.795897,1.0274871547909654,,,
2006-03-14,1.2015,,,,0.795897,1.0274871547909654,,,
2006-03-15,1.2069,,,,0.795897,1.0274871547909654,,,
2006-03-16,1.218,,,,0.795897,1.0274871547909654,,,
2006-03-17,1.2188,,,,0.795897,1.0274871547909654,,,
2006-03-20,1.2167,,,,0.795897,1.0274871547909654,,,
2006-03-21,1.2092,,,,0.795897,1.0274871547909654,,,
2006-03-22,1.2073,,,,0.795897,1.0274871547909654,,,
2006-03-23,1.1969,,,,0.795897,1.0274871547909654,,,
2006-03-24,1.2035,,,,0.795897,1.0274871547909654,,,
2006-03-27,1.2013,,,,0.795897,1.0274871547909654,,,
2006-03-28,1.2002,,,,0.795897,1.0274871547909654,,,
2006-03-29,1.2025,,,,0.795897,1.0274871547909654,,,
2006-03-30,1.217,,,,0.795897,1.0274871547909654,,,
2006-03-31,1.2113,,,,0.795897,1.0274871547909654,,,
2006-04-03,1.2136,,,,0.795897,1.0274871547909654,,,
2006-04-04,1.2256,,,,0.795897,1.0274871547909654,,,
2006-04-05,1.2289,,,,0.795897,1.0274871547909654,,,
2006-04-06,1.2231,,,,0.795897,1.0274871547909654,,,
2006-04-07,1.2088,,,,0.795897,1.0274871547909654,,,
2006-04-10,1.2106,,,,0.795897,1.0274871547909654,,,
2006-04-11,1.2146,,,,0.795897,1.0274871547909654,,,
2006-04-12,1.2102,,,,0.795897,1.0274871547909654,,,
2006-04-13,1.211,,,,0.795897,1.0274871547909654,,,
2006-04-17,1.2255,,,,0.795897,1.0274871547909654,,,
2006-04-18,1.2347,,,,0.795897,1.0274871547909654,,,
2006-04-19,1.2381,,,,0.795897,1.0274871547909654,,,
2006-04-20,1.2315,,,,0.795897,1.0274871547909654,,,
2006-04-21,1.234,,,,0.795897,1.0274871547909654,,,
2006-04-24,1.2385,,,,0.795897,1.0274871547909654,,,
2006-04-25,1.2433,,,,0.795897,1.0274871547909654,,,
2006-04-26,1.2451,,,,0.795897,1.0274871547909654,,,
2006-04-27,1.2528,,,,0.795897,1.0274871547909654,,,
2006-04-28,1.2631,,,,0.795897,1.0274871547909654,,,
2006-05-01,1.2586,,,,0.795897,1.0274871547909654,,,
2006-05-02,1.2609,,,,0.795897,1.0274871547909654,,,
2006-05-03,1.2631,,,,0.795897,1.0274871547909654,,,
2006-05-04,1.2691,,,,0.795897,1.0274871547909654,,,
2006-05-05,1.2722,,,,0.795897,1.0274871547909654,,,
2006-05-08,1.2709,,,,0.795897,1.0274871547909654,,,
2006-05-09,1.2757,,,,0.795897,1.0274871547909654,,,
2006-05-10,1.2781,,,,0.795897,1.0274871547909654,,,
2006-05-11,1.2835,,,,0.795897,1.0274871547909654,,,
2006-05-12,1.2933,,,,0.795897,1.0274871547909654,,,
2006-05-15,1.2793,,,,0.795897,1.0274871547909654,,,
2006-05-16,1.2854,,,,0.795897,1.0274871547909654,,,
2006-05-17,1.2746,,,,0.795897,1.0274871547909654,,,
2006-05-18,1.2843,,,,0.795897,1.0274871547909654,,,
2006-05-19,1.2774,,,,0.795897,1.0274871547909654,,,
2006-05-22,1.2866,,,,0.795897,1.0274871547909654,,,
2006-05-23,1.2819,,,,0.795897,1.0274871547909654,,,
2006-05-24,1.2754,,,,0.795897,1.0274871547909654,,,
2006-05-25,1.2803,,,,0.795897,1.0274871547909654,,,
2006-05-26,1.2736,,,,0.795897,1.0274871547909654,,,
2006-05-30,1.2874,,,,0.795897,1.0274871547909654,,,
2006-05-31,1.2813,,,,0.795897,1.0274871547909654,,,
2006-06-01,1.2808,,,,0.795897,1.0274871547909654,,,
2006-06-02,1.2916,,,,0.795897,1.0274871547909654,,,
2006-06-05,1.2899,,,,0.795897,1.0274871547909654,,,
2006-06-06,1.2817,,,,0.795897,1.0274871547909654,,,
2006-06-07,1.2785,,,,0.795897,1.0274871547909654,,,
2006-06-08,1.2651,,,,0.795897,1.0274871547909654,,,
2006-06-09,1.2636,,,,0.795897,1.0274871547909654,,,
2006-06-12,1.2584,,,,0.795897,1.0274871547909654,,,
2006-06-13,1.2534,,,,0.795897,1.0274871547909654,,,
2006-06-14,1.2598,,,,0.795897,1.0274871547909654,,,
2006-06-15,1.2633,,,,0.795897,1.0274871547909654,,,
2006-06-16,1.2642,,,,0.795897,1.0274871547909654,,,
2006-06-19,1.2573,,,,0.795897,1.0274871547909654,,,
2006-06-20,1.2577,,,,0.795897,1.0274871547909654,,,
2006-06-21,1.2667,,,,0.795897,1.0274871547909654,,,
2006-06-22,1.2576,,,,0.795897,1.0274871547909654,,,
2006-06-23,1.2507,,,,0.795897,1.0274871547909654,,,
2006-06-26,1.2585,,,,0.795897,1.0274871547909654,,,
2006-06-27,1.2579,,,,0.795897,1.0274871547909654,,,
2006-06-28,1.255,,,,0.795897,1.0274871547909654,,,
2006-06-29,1.2659,,,,0.795897,1.0274871547909654,,,
2006-06-30,1.2784,,,,0.795897,1.0274871547909654,,,
2006-07-03,1.2796,,,,0.795897,1.0274871547909654,,,
2006-07-05,1.272,,,,0.795897,1.0274871547909654,,,
2006-07-06,1.2775,,,,0.795897,1.0274871547909654,,,
2006-07-07,1.2808,,,,0.795897,1.0274871547909654,,,
2006-07-10,1.2735,,,,0.795897,1.0274871547909654,,,
2006-07-11,1.2773,,,,0.795897,1.0274871547909654,,,
2006-07-12,1.2699,,,,0.795897,1.0274871547909654,,,
2006-07-13,1.2687,,,,0.795897,1.0274871547909654,,,
2006-07-14,1.265,,,,0.795897,1.0274871547909654,,,
2006-07-17,1.2518,,,,0.795897,1.0274871547909654,,,
2006-07-18,1.2506,,,,0.795897,1.0274871547909654,,,
2006-07-19,1.2585,,,,0.795897,1.0274871547909654,,,
2006-07-20,1.2625,,,,0.795897,1.0274871547909654,,,
2006-07-21,1.2694,,,,0.795897,1.0274871547909654,,,
2006-07-24,1.2635,,,,0.795897,1.0274871547909654,,,
2006-07-25,1.2578,,,,0.795897,1.0274871547909654,,,
2006-07-26,1.2712,,,,0.795897,1.0274871547909654,,,
2006-07-27,1.2698,,,,0.795897,1.0274871547909654,,,
2006-07-28,1.2759,,,,0.795897,1.0274871547909654,,,
2006-07-31,1.2765,,,,0.795897,1.0274871547909654,,,
2006-08-01,1.2825,,,,0.795897,1.0274871547909654,,,
2006-08-02,1.2787,,,,0.795897,1.0274871547909654,,,
2006-08-03,1.28,,,,0.795897,1.0274871547909654,,,
2006-08-04,1.2868,,,,0.795897,1.0274871547909654,,,
2006-08-07,1.2839,,,,0.795897,1.0274871547909654,,,
2006-08-08,1.2868,,,,0.795897,1.0274871547909654,,,
2006-08-09,1.2863,,,,0.795897,1.0274871547909654,,,
2006-08-10,1.2793,,,,0.795897,1.0274871547909654,,,
2006-08-11,1.2719,,,,0.795897,1.0274871547909654,,,
2006-08-14,1.2714,,,,0.795897,1.0274871547909654,,,
2006-08-15,1.2783,,,,0.795897,1.0274871547909654,,,
2006-08-16,1.2839,,,,0.795897,1.0274871547909654,,,
2006-08-17,1.2827,,,,0.795897,1.0274871547909654,,,
2006-08-18,1.2823,,,,0.795897,1.0274871547909654,,,
2006-08-21,1.2889,,,,0.795897,1.0274871547909654,,,
2006-08-22,1.2802,,,,0.795897,1.0274871547909654,,,
2006-08-23,1.2786,,,,0.795897,1.0274871547909654,,,
2006-08-24,1.2764,,,,0.795897,1.0274871547909654,,,
2006-08-25,1.2753,,,,0.795897,1.0274871547909654,,,
2006-08-28,1.2779,,,,0.795897,1.0274871547909654,,,
2006-08-29,1.2824,,,,0.795897,1.0274871547909654,,,
2006-08-30,1.2832,,,,0.795897,1.0274871547909654,,,
2006-08-31,1.2815,,,,0.795897,1.0274871547909654,,,
2006-09-01,1.2835,,,,0.795897,1.0274871547909654,,,
2006-09-05,1.2814,,,,0.795897,1.0274871547909654,,,
2006-09-06,1.2805,,,,0.795897,1.0274871547909654,,,
2006-09-07,1.2727,,,,0.795897,1.0274871547909654,,,
2006-09-08,1.2678,,,,0.795897,1.0274871547909654,,,
2006-09-11,1.2702,,,,0.795897,1.0274871547909654,,,
2006-09-12,1.2689,,,,0.795897,1.0274871547909654,,,
2006-09-13,1.2689,,,,0.795897,1.0274871547909654,,,
2006-09-14,1.2725,,,,0.795897,1.0274871547909654,,,
2006-09-15,1.2668,,,,0.795897,1.0274871547909654,,,
2006-09-18,1.2706,,,,0.795897,1.0274871547909654,,,
2006-09-19,1.2677,,,,0.795897,1.0274871547909654,,,
2006-09-20,1.2685,,,,0.795897,1.0274871547909654,,,
2006-09-21,1.2778,,,,0.795897,1.0274871547909654,,,
2006-09-22,1.2784,,,,0.795897,1.0274871547909654,,,
2006-09-25,1.2747,,,,0.795897,1.0274871547909654,,,
2006-09-26,1.269,,,,0.795897,1.0274871547909654,,,
2006-09-27,1.2701,,,,0.795897,1.0274871547909654,,,
2006-09-28,1.2701,,,,0.795897,1.0274871547909654,,,
2006-09-29,1.268,,,,0.795897,1.0274871547909654,,,
2006-10-02,1.2739,,,,0.795897,1.0274871547909654,,,
2006-10-03,1.2732,,,,0.795897,1.0274871547909654,,,
2006-10-04,1.2714,,,,0.795897,1.0274871547909654,,,
2006-10-05,1.2691,,,,0.795897,1.0274871547909654,,,
2006-10-06,1.2603,,,,0.795897,1.0274871547909654,,,
2006-10-09,1.2598,,,,0.795897,1.0274871547909654,,,
2006-10-10,1.2538,,,,0.795897,1.0274871547909654,,,
2006-10-11,1.2517,,,,0.795897,1.0274871547909654,,,
2006-10-12,1.2555,,,,0.795897,1.0274871547909654,,,
2006-10-13,1.2511,,,,0.795897,1.0274871547909654,,,
2006-10-16,1.2533,,,,0.795897,1.0274871547909654,,,
2006-10-17,1.2547,,,,0.795897,1.0274871547909654,,,
2006-10-18,1.2531,,,,0.795897,1.0274871547909654,,,
2006-10-19,1.2626,,,,0.795897,1.0274871547909654,,,
2006-10-20,1.2615,,,,0.795897,1.0274871547909654,,,
2006-10-23,1.2556,,,,0.795897,1.0274871547909654,,,
2006-10-24,1.2559,,,,0.795897,1.0274871547909654,,,
2006-10-25,1.26,,,,0.795897,1.0274871547909654,,,
2006-10-26,1.2694,,,,0.795897,1.0274871547909654,,,
2006-10-27,1.274,,,,0.795897,1.0274871547909654,,,
2006-10-30,1.2725,,,,0.795897,1.0274871547909654,,,
2006-10-31,1.2765,,,,0.795897,1.0274871547909654,,,
2006-11-01,1.2759,,,,0.795897,1.0274871547909654,,,
2006-11-02,1.2779,,,,0.795897,1.0274871547909654,,,
2006-11-03,1.272,,,,0.795897,1.0274871547909654,,,
2006-11-06,1.2726,,,,0.795897,1.0274871547909654,,,
2006-11-07,1.2776,,,,0.795897,1.0274871547909654,,,
2006-11-08,1.2757,,,,0.795897,1.0274871547909654,,,
2006-11-09,1.2831,,,,0.795897,1.0274871547909654,,,
2006-11-10,1.2842,,,,0.795897,1.0274871547909654,,,
2006-11-13,1.2807,,,,0.795897,1.0274871547909654,,,
2006-11-14,1.2811,,,,0.795897,1.0274871547909654,,,
2006-11-15,1.2829,,,,0.795897,1.0274871547909654,,,
2006-11-16,1.2795,,,,0.795897,1.0274871547909654,,,
2006-11-17,1.2843,,,,0.795897,1.0274871547909654,,,
2006-11-20,1.2816,,,,0.795897,1.0274871547909654,,,
2006-11-21,1.2844,,,,0.795897,1.0274871547909654,,,
2006-11-22,1.2941,,,,0.795897,1.0274871547909654,,,
2006-11-24,1.3098,,,,0.795897,1.0274871547909654,,,
2006-11-27,1.3133,,,,0.795897,1.0274871547909654,,,
2006-11-28,1.3201,,,,0.795897,1.0274871547909654,,,
2006-11-29,1.3155,,,,0.795897,1.0274871547909654,,,
2006-11-30,1.3242,,,,0.795897,1.0274871547909654,,,
2006-12-01,1.3335,,,,0.795897,1.0274871547909654,,,
2006-12-04,1.3343,,,,0.795897,1.0274871547909654,,,
2006-12-05,1.3317,,,,0.795897,1.0274871547909654,,,
2006-12-06,1.3285,,,,0.795897,1.0274871547909654,,,
2006-12-07,1.3287,,,,0.795897,1.0274871547909654,,,
2006-12-08,1.3202,,,,0.795897,1.0274871547909654,,,
2006-12-11,1.3238,,,,0.795897,1.0274871547909654,,,
2006-12-12,1.3286,,,,0.795897,1.0274871547909654,,,
2006-12-13,1.3213,,,,0.795897,1.0274871547909654,,,
2006-12-14,1.3143,,,,0.795897,1.0274871547909654,,,
2006-12-15,1.3075,,,,0.795897,1.0274871547909654,,,
2006-12-18,1.3098,,,,0.795897,1.0274871547909654,,,
2006-12-19,1.3197,,,,0.795897,1.0274871547909654,,,
2006-12-20,1.3177,,,,0.795897,1.0274871547909654,,,
2006-12-21,1.3176,,,,0.795897,1.0274871547909654,,,
2006-12-22,1.3129,,,,0.795897,1.0274871547909654,,,
2006-12-26,1.3097,,,,0.795897,1.0274871547909654,,,
2006-12-27,1.3115,,,,0.795897,1.0274871547909654,,,
2006-12-28,1.3151,,,,0.795897,1.0274871547909654,,,
2006-12-29,1.32,,,,0.795897,1.0274871547909654,,,
2007-01-03,1.3169,,,,0.790493,1.0306610288812201,,,
2007-01-04,1.3085,,,,0.790493,1.0306610288812201,,,
2007-01-05,1.3006,,,,0.790493,1.0306610288812201,,,
2007-01-08,1.3023,,,,0.790493,1.0306610288812201,,,
2007-01-09,1.3002,,,,0.790493,1.0306610288812201,,,
2007-01-10,1.2936,,,,0.790493,1.0306610288812201,,,
2007-01-11,1.2893,,,,0.790493,1.0306610288812201,,,
2007-01-12,1.2924,,,,0.790493,1.0306610288812201,,,
2007-01-16,1.2918,,,,0.790493,1.0306610288812201,,,
2007-01-17,1.2936,,,,0.790493,1.0306610288812201,,,
2007-01-18,1.2963,,,,0.790493,1.0306610288812201,,,
2007-01-19,1.2957,,,,0.790493,1.0306610288812201,,,
2007-01-22,1.2948,,,,0.790493,1.0306610288812201,,,
2007-01-23,1.3027,,,,0.790493,1.0306610288812201,,,
2007-01-24,1.2972,,,,0.790493,1.0306610288812201,,,
2007-01-25,1.2931,,,,0.790493,1.0306610288812201,,,
